Event Name,Start,End,Location,Description,Organizer,Event URL,City
Bollywood Yacht Party : Luxury DesiParty On The Hudson,"August 19, 2023, 06:00 PM","August 19, 2023, 11:00 PM","12th Avenue & 42nd Street, New York, NY 10036","Price increase warning: Bollywood On The Hudson Advance ticket prices go up significantly (100% +) the closer you get to the event date.Climb aboard a one-of-a-kind Bollywood Boat Party, for an opportunity to view New York City from the comfort of multiple climate-controlled decks (indoor and outdoor). Surrounded by spectacular sights outside and elegant amenities inside, you will glide past many of New York's most legendary landmarks, including the Statue of Liberty, Freedom Tower, Empire State Building and the Brooklyn Bridge.Expect to dance away on our nightclub on the water and take plenty of snaps of the view!Your Cruise Experience Will  Include:Scenic 4 Hour Cruise of the NYC harbor.Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more.Appetizers & Main Course Will Be Available For Purchase.Open-Air deck and climate-controlled indoor cabins.Dj Dharak & Dj BollyBoom playing all styles of Bollywood, Top 40 & more.Paid Parking Available On the Pier (Arrive Early). The dress code is ""White Summer Chic"".Please arrive early so you don't miss the Boat. No Refunds if you miss it!This Event is Strictly For 21 & Over. Proper Physical ID Will Be Required To Board.Event Information:Boarding: 6:00PMDeparture: 7:00 PMEnds: 11:00 PM",https://www.eventbrite.com/o/desisaturdayscom-25188472653,https://www.eventbrite.com/e/bollywood-yacht-party-luxury-desiparty-on-the-hudson-tickets-677596247617,NYC
LATINO VIBES NYC SUNSET BOOZE CRUISE,"August 19, 2023, 05:30 PM","August 19, 2023, 10:00 PM","23rd St FDR Drive, New York, NY 10010","LATINO VIBES NYC SUNSET BOOZE CRUISEIt's time to turn up the heat and unleash your Latin spirit on the high seas! Join us for an unforgettable evening of music, dancing, and pure exhilaration at the Latin Vibes Sunset Yacht Party. Feel the thrill as we cruise around the iconic Manhattan skyline, with the Statue of Liberty as our majestic backdrop. With the hottest DJs spinning the best Latin and reggaeton tracks, this yacht party is the ultimate destination for non-stop fun and unforgettable memoriesYour Experience Includes:2 levels of climate controlled cabins - Main Floor and Upper DeckHookah available upon requestVIP Bottle Service and Sections Available - Call/Text (929)-333-4651 and/or email DrinkUpinNYC@gmail.com for more informationWaitress Service - order drinks right to your tableFood available for purchaseLive music provided by top DJs all night long - Latin , Reggaeton, & House Music!Large indoor dance floor and indoor seating areasEtiquette:Dress TRENDY & COMFORTABLE No  joggers, sweats, or basketball shorts!Event Information:Location @ CABANA YACHT - 2 Levels Climate Controlled Main Floor + Upper Deck Skyport Marina Cabana Yacht 23rd Street & FDR Drive, New York, NY 10010Boarding: 5:45PM | Returning: 10:00PM21+ w/ Physical ID | Drinks | Hookah Available | Bottle Service | Dinner Menu | Live Music Birthday Celebrations | Anniversary | Graduation | Bachelor/Bachelorette | Holiday Inquiries: Call/Text: (929)-333-4651 | Email: DrinkUpinNYC@gmail.com | Visit: www.DrinkUpinNYC.comDON'T FORGET TO FOLLOW US AT:IG: DrinkUpinNYCTikTok: DrinkUpinNYC",https://www.eventbrite.com/o/drinkupinnyc-34068162401,https://www.eventbrite.com/e/latino-vibes-nyc-sunset-booze-cruise-tickets-670962556067,NYC
Dominican Day Parade Summer Yacht Party,"August 13, 2023, 04:00 PM","August 13, 2023, 09:00 PM","353 West Street, New York, NY 10014","SUNDAY AUGUST 13THTHE DOMINICAN PARADE SUMMER YACHT FESTCELEBRATING LATIN HERITAGE  AND CULTURE Get aboard the #1 Cruise on Manhattan waters to celebrate LATINO HERITAGE with the best views of New York City!MAIN STAGE:FRANK ROTH | MEGA JAY | CHRIS G | TOONS | MATTMATTICPLAYING BACHATA MERENGUE REGGAETON AND TODAYS HITS INFINITY YACHT CLUB PIER 40353 West Street, New York, NY 10014Your Cruise Experience Includes:Scenic 4-hour cruise of the NYC harbor;Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more;VIP Bottle Service & Sections Available Open-Air deck and a climate-controlled cabins;3 levels of music (Outdoor Floor of Music ; Two Indoor Floors of Music)Live DJs playing all styles of Latin Music, Pop, Top 40,  & more.The dress code is ""trendy"".Event Information:Location: PIER 40, INFINITY YACHTEverything about the Hornblower Infinity is impressive. This isn’t just a yacht, it’s a first-class venue, with the added bonus of being on the water. And you can experience incredible views from all four decks. Boards: 4:00PMDeparts: 5:00 PMReturn: 9:00 PMRain or Shine21 & over with proper IDFor reservations or tickets  rsvp@iboatnyc.com",https://www.eventbrite.com/o/iboatnyc-12316350145,https://www.eventbrite.com/e/dominican-day-parade-summer-yacht-party-tickets-685277522517,NYC
"SUNSET YACHT PARTY NYC!  Cabana Boat Party! Sat., August 26th","August 26, 2023, 06:00 PM","August 26, 2023, 10:00 PM","Skyport Marina, 2430 FDR Drive New York, NY 10010","SUNSET NYC YACHT PARTY!! Saturday, August 26th**6pm - 10pm",Eventbrite,https://www.eventbrite.com/e/sunset-yacht-party-nyc-cabana-boat-party-sat-august-26th-tickets-528435202917,NYC
BOOZE CRUISE PARTY CRUISE  NYC |  STATUE OF  LIBERTY,"August 11, 2023, 09:30 PM","August 12, 2023, 02:00 AM","353 West Street, New York, NY 10014","Get ready to drop it down and bring it up, it’s time to party New York!Experience Includes:LIVE DJ 'S ALL AROUND THE YACHT Scenic 3.5-hour cruise of the NYC harbor;Cash Bar (liquor drinks, beer, wine & soda);Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more;Waitress Service Available ; Order Drinks directly to your tableVIP Bottle Service Available also available.Open-Air deck and 4 climate-controlled dance floors ;The dress code is *Trendy*Rain? No problem, there are three large indoor dance floors!There are four outdoor decks to dance under the stars.T﻿ABL ERESERVATION OR  SEATING RESERVATION Contact us for special reservations: rsvp@iclubnyc.com *INVITE THE WHOLE FAMILY! The right place to celebrate your birthday, surprise birthday, bachelor/bachelorette, family reunion, graduation, holidays & many more. All ages of guests have attended our concerts. from 21+ all the way to 70 years old! An experience for ALL!*21 & over with proper PHYSICAL ID CARD -﻿-------------------------------J﻿uly 7th | SERENITY YACHT J﻿uly  8th |  INFINITY  YACHT EVENT CALENDAR B﻿OARDING: 9:30D﻿EPARTS : 11PM R﻿ETURNING :  2AM ___________________No Refunds Dress Code Policy: *TRENDY* (Dress to Impress!)- Gentlemen: Shoes, black sneakers, no boots, button down shirts, polo shirts and jeans are acceptable.- Ladies: Casual & Classy- No durags (wave caps)- No baggy attire!follow @iclubnyc all social media visit www.iclubnyc.comIF any  boarding location or time changes we will send you an email follow @iclubnyc all social media visit www.iclubnyc.comIF any  boarding location or time changes we will send you an email ",https://www.eventbrite.com/o/iclubnyc-1717273352,https://www.eventbrite.com/e/booze-cruise-party-cruise-nyc-statue-of-liberty-tickets-517917604497,NYC
Hip-Hop Vs Caribbean Midnight Yacht Party | Birthdays Free All Night,"August 18, 2023, 11:30 PM","August 19, 2023, 03:30 AM","2430 FDR Drive Service RD E, New York, NY 10010","**** YACHT WILL BE SAILING OUT AT 12:00am! ****The Official  Hip-Hop Vs CaribbeanYacht party at Skyport Marina Jewel Yacht located at 2430 FDR Dr, New York, NY 10010. Join us at the Hottest Midnight Cruise Yacht Party in with NYC Hottests Djs while enjoying views of the Manhattan Cities Skyline!Tickets Are on Sale nowWhat You'll GetCustomers can arrive by 11:45 p.m. for check-in with yachtBottle service AvailableThe yacht will be sailing. Boarding 11:45pm, Sail 12:00am. The Yacht returns to Marina at 3am. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!ID is a Must. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Temperature readings upon entry so we can create a safe haven for our attendees!For more ticket information on   The Sunset   Jewel Yacht Cruise call/ or text 646-623-6619**** YACHT WILL BE SAILING OUT AT 12:00AM! ****",https://www.eventbrite.com/o/capital-events-marketing-group-9769672320,https://www.eventbrite.com/e/hip-hop-vs-caribbean-midnight-yacht-party-birthdays-free-all-night-tickets-658418526537,NYC
NYC Hip Hop vs Reggae® Yacht Party Cruises at Skyport Marina Jewel Yacht,"August 11, 2023, 11:45 PM","August 12, 2023, 03:45 AM","2430 FDR Drive, New York, NY 10010","The Official NYC Hip Hop vs. Reggae ®  Yacht party Cruises Skyport Marina Jewel Yacht (347) 592-0300About this eventThe Official Hip Hop vs. Reggae ®Cruises Yacht party at Skyport Marina Jewel Yacht located at 2430 FDR Dr, New York, NY 10010. Join us at the Hottest Hip Hop vs. Reggae® Cruise Yacht Party in with NYC Hottests Djs while enjoying views of the Manhattan Cities Skyline!Limited Tickets are 20$ ** Limited CapacityCustomers can arrive by :I﻿MPORTANT BOARDING INFORMATION:﻿FRIDAY BOARDING 11:45pm  (The yacht will be sailing. Boarding 11:45pm, Sail 12:30am. The Yacht returns to Marina at 3:30am. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!)S﻿ATURDAY BOARDING 11:00pm (The yacht will be sailing. Boarding 10:45pm, Sail 11:30pm. The Yacht returns to Marina at 2:45am. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!)Bottle service priorityFull name & email for priority reservation seating.ID is a Must. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Temperature readings upon entry so we can create a safe haven for our attendees!For more ticket information on NYC Hip Hop vs. Reggae ® Midnight Party Jewel Yacht Cruise call/ or text 3475920300 or GametightNY.comHip Hop vs. Reggae ® is a registered trademark of Gametight New York. All rights reserved.DISCLAIMERPLEASE READ AND REVIEW THE TERMS OF SERVICE BY PURCHASING YOU ARE AGREEING TO OUR TERMS OF SERVICE.Buy Tickets Now:Gametightny.comnycyachtpartycruise.comZeventa.com",https://www.eventbrite.com/o/tinna-l-13954839845,https://www.eventbrite.com/e/nyc-hip-hop-vs-reggae-yacht-party-cruises-at-skyport-marina-jewel-yacht-tickets-526822429067,NYC
NYC Afrobeats Vs Caribbean Virgo szn Cabana Yacht Party Labor Day,"September 03, 2023, 06:00 PM","September 03, 2023, 10:00 PM","2430 Fdr Drive Service Road East, New York, NY 10010","**** YACHT WILL BE SAILING OUT AT 6:30PM! ****The Official Afrobeats Vs. Caribbean ®Cruise Labor Day Yacht party at Skyport Marina Cabana Yacht located at 2430 FDR Dr, New York, NY 10010. Join us at the Hottest Afrobeats vs. Caribbean Sunset Cruise Yacht Party in with NYC Hottests Djs while enjoying views of the Manhattan Cities Skyline!Tickets Are on Sale nowWhat You'll GetCustomers can arrive by 5:45 p.m. for check-in with yachtBottle service AvailableThe yacht will be sailing. Boarding 5:45pm, Sail 6:30pm. The Yacht returns to Marina at 9:45pm. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!ID is a Must. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Temperature readings upon entry so we can create a safe haven for our attendees!For more ticket information on Afrobeats vs. Caribbean Party Cabana Yacht Cruise call/ or text 646-717-2520**** YACHT WILL BE SAILING OUT AT 6:30PM! ****",https://www.eventbrite.com/o/nyc-chase-simms-simmsmovement-event-group-12071565564,https://www.eventbrite.com/e/nyc-afrobeats-vs-caribbean-virgo-szn-cabana-yacht-party-labor-day-tickets-573153837557,NYC
Bollywood Cruise : Labor Day Weekend Desi White Party @ Pier 83 NYC,"September 02, 2023, 06:00 PM","September 02, 2023, 11:00 PM","12th Avenue & 42nd Street, New York, NY 10036","Price increase warning: Bollywood On The Hudson Advance ticket prices go up significantly (100% +) the closer you get to the event date.Climb aboard a one-of-a-kind Bollywood Boat Party, for an opportunity to view New York City from the comfort of multiple climate-controlled decks (indoor and outdoor). Surrounded by spectacular sights outside and elegant amenities inside, you will glide past many of New York's most legendary landmarks, including the Statue of Liberty, Freedom Tower, Empire State Building and the Brooklyn Bridge.Expect to dance away on our nightclub on the water and take plenty of snaps of the view!Your Cruise Experience Will  Include:Scenic 4 Hour Cruise of the NYC harbor.Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more.Appetizers & Main Course Will Be Available For Purchase.Open-Air deck and climate-controlled indoor cabins.Dj Dharak & Dj BollyBoom playing all styles of Bollywood, Top 40 & more.Paid Parking Available On the Pier (Arrive Early). The dress code is ""White Summer Chic"".Please arrive early so you don't miss the Boat. No Refunds if you miss it!This Event is Strictly For 21 & Over. Proper Physical ID Will Be Required To Board.Event Information:Boarding: 6:00PMDeparture: 7:00 PMEnds: 11:00 PM",https://www.eventbrite.com/o/desisaturdayscom-25188472653,https://www.eventbrite.com/e/bollywood-cruise-labor-day-weekend-desi-white-party-pier-83-nyc-tickets-461524069917,NYC
Carbon Smart Summit,"September 19, 2023, 08:00 AM","September 19, 2023, 10:00 PM","851 6th Avenue, New York, NY 10001","About Carbon Smart Summit 2023:Carbon Smart Summit is a day-long event bringing together the leading experts and practitioners at the forefront of project finance and technology innovation in the voluntary carbon markets. The summit will feature real-world insights, thought-provoking discussions and networking opportunities all designed to drive change and scale growth.As Flowcarbon's signature event, Carbon Smart Summit convenes senior executives and major stakeholders, including lawmakers, corporate leaders and builders. In 2022, our event featured Congressman Ritchie Torres (D-NY) and CFTC Commissioner Caroline Pham, as well as leadership from leading carbon registries Verra and Gold Standard; tech giants Google, Mitsubishi and Chainlink; financial and investment firms Bain Capital, Andreesen Horowitz , General Catalyst and Fifth Wall, among others.Key themes will include:Mobilizing trillions: What it will take to scale the voluntary carbon market.Investing more: The role of climate finance in accelerating the transition to a net-zero emissions economy. Navigating change: Latest insights on key policy trends at the intersection of finance, carbon and technology.This year’s summit will be held at the Kimpton Hotel Eventi, located in the heart of Climate Week's Midtown NYC hub. Reserve your space today!",https://www.eventbrite.com/o/flowcarbon-49960330273,https://www.eventbrite.com/e/carbon-smart-summit-tickets-675540488787,NYC
Desi Cruise : Labor Day Weekend Bollywood White Party @ Pier 83 NYC,"September 02, 2023, 06:00 PM","September 02, 2023, 11:00 PM","12th Avenue & 42nd Street, New York, NY 10036","Price increase warning: Bollywood On The Hudson Advance ticket prices go up significantly (100% +) the closer you get to the event date.Climb aboard a one-of-a-kind Bollywood Boat Party, for an opportunity to view New York City from the comfort of multiple climate-controlled decks (indoor and outdoor). Surrounded by spectacular sights outside and elegant amenities inside, you will glide past many of New York's most legendary landmarks, including the Statue of Liberty, Freedom Tower, Empire State Building and the Brooklyn Bridge.Expect to dance away on our nightclub on the water and take plenty of snaps of the view!Your Cruise Experience Will  Include:Scenic 4 Hour Cruise of the NYC harbor.Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more.Appetizers & Main Course Will Be Available For Purchase.Open-Air deck and climate-controlled indoor cabins.Dj Dharak & Dj BollyBoom playing all styles of Bollywood, Top 40 & more.Paid Parking Available On the Pier (Arrive Early). The dress code is ""White Summer Chic"".Please arrive early so you don't miss the Boat. No Refunds if you miss it!This Event is Strictly For 21 & Over. Proper Physical ID Will Be Required To Board.Event Information:Boarding: 6:00PMDeparture: 7:00 PMEnds: 11:00 PM",https://www.eventbrite.com/o/desisaturdayscom-25188472653,https://www.eventbrite.com/e/desi-cruise-labor-day-weekend-bollywood-white-party-pier-83-nyc-tickets-461524711837,NYC
"NYC Sunset Yacht Party | Playing Best Hip-Hop, R&B, Caribbean & Afrobeats","August 13, 2023, 06:00 PM","August 13, 2023, 10:00 PM","2430 Fdr Drive Service Road East, New York, NY 10010","**** YACHT WILL BE SAILING OUT AT 6:30pm! ****The Official Mothers Day Yacht party at Skyport Marina Jewel Yacht located at 2430 FDR Dr, New York, NY 10010. Join us at the Hottest Sunset Cruise Yacht Party in with NYC Hottests Djs while enjoying views of the Manhattan Cities Skyline!Tickets Are on Sale nowWhat You'll GetCustomers can arrive by 5:45 p.m. for check-in with yachtBottle service AvailableThe yacht will be sailing. Boarding 5:45pm, Sail 6:30pm. The Yacht returns to Marina at 10pm. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!ID is a Must. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Temperature readings upon entry so we can create a safe haven for our attendees!BDAYS,tables or more info: ERIC MICHAEL EVENTS CELL: 917-659-9104Email: rsvp@ericmichaelevents.com**** YACHT WILL BE SAILING OUT AT 6:30PM! ****",https://www.eventbrite.com/o/eric-michael-events-42439319163,https://www.eventbrite.com/e/nyc-sunset-yacht-party-playing-best-hip-hop-rb-caribbean-afrobeats-tickets-612294127217,NYC
Yacht Party Cruise Around NYC,"August 11, 2023, 11:00 PM","August 12, 2023, 03:00 AM","2430 FDR Drive Service Road East (23rd St. & FDR), New York, NY 10010","Join the #1 NYC yacht party cruise us for a fun  sail by the Statue of Liberty, Brooklyn Bridge, Freedom Tower, etc. on a 100 ft, 2-deck private yacht with a live DJ! Enjoy both outdoor and indoor areas for all to be comfortable.Cruise through the city and take in the sights, with a panoramic view of the NYC skyline, while enjoying music and drinks for the night. Grab your friends or come alone and get ready to enjoy an experience you won't forget!• Features two climate controlled decks, custom LED lighting, state-of-the-art sound system & HDTVs, dance floors and Exterior Sky Deck!•  Live DJ Plays The Best Party Music • Scenic 3-hour cruise of the NYC harbor; Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more•   All Ages (21 & Over) Are Welcome To Attend•  About 75% Come Alone So Don't Worry If You're Coming By Yourself• 2 Fully Stocked Bars With Amazing Cocktails• The boat will sail rain or shine! The boat has two levels. Both levels have climate controlled areas - indoor & outdoor• Great for birthdays /parties/ bachelorette / bachelor / anniversaries / graduations & more (Balloons & Cakes permitted) • For more info on group packages, email - loumeetup@gmail.comGroup packages include:Reserved Section for your partyVIP Priority Boarding Personalized Flyer to send to your guestsBalloons & Cakes permittedBottle Service availableDiscounted Tickets  •  No specific dress code but we suggest Trendy/Neat Casual• There is paid parking at the marina, or you can try to find parking on the street.",https://www.eventbrite.com/o/nyc-social-group-31639983301,https://www.eventbrite.com/e/yacht-party-cruise-around-nyc-tickets-475400173717,NYC
Harlem Evenings Comedy Show,"August 12, 2023, 08:00 PM","August 12, 2023, 09:30 PM","2361 Adam Clayton Powell Jr Blvd, New York, NY 10030","This is it! Live Stand Up Comedy has returned uptown! We all need a laugh in this toxic climate. And what better place to do it than Harlem Nights Bar. It’s a 1 food and drink minimum per guest during the show. No vaccination card required to enter the venue. Also, please arrive 30 minutes early for seating. It is a free show, so seats fill up fast!Leave your problems outside. Come ready to laugh and have a good time! We have comedians seen on Comedy Central, AGT, Netflix, Hulu, Amazon Prime, TruTV, VH1, Tubi, Showtime and HBO.  We have a DJ spinning after the show so stay for the after party!There will be a tip bucket passed around during the show. If you don’t have cash, all donations can be sent to CashApp: $rashad417 or Venmo: @rashad417. See you at the show!",https://www.eventbrite.com/o/rashad-bashir-17135422156,https://www.eventbrite.com/e/harlem-evenings-comedy-show-tickets-662129746897,NYC
"SUNSET YACHT PARTY NYC! Cabana Boat Party! Sat., August 12th","August 12, 2023, 06:00 PM","August 12, 2023, 10:00 PM"," Skyport Marina 2430 FDR Drive New York, NY 10010"," SUNSET NYC YACHT PARTY!! Saturday, August 12th**6pm - 10pm", Eventbrite,https://www.eventbrite.com/e/sunset-yacht-party-nyc-cabana-boat-party-sat-august-12th-tickets-528432244067,NYC
Afrobeats VS Caribbean Labor Day Weekend Yacht Party,"September 03, 2023, 06:00 PM","September 03, 2023, 10:00 PM","2430 Fdr Drive Service Road East, New York, NY 10010","**** YACHT WILL BE SAILING OUT AT 6:30PM! ****The Official Afrobeats Vs. Caribbean ®Cruise Labor Day Yacht party at Skyport Marina Cabana Yacht located at 2430 FDR Dr, New York, NY 10010. Join us at the Hottest Afrobeats vs. Caribbean Sunset Cruise Yacht Party in with NYC Hottests Djs while enjoying views of the Manhattan Cities Skyline!Tickets Are on Sale nowWhat You'll GetCustomers can arrive by 5:45 p.m. for check-in with yachtBottle service AvailableThe yacht will be sailing. Boarding 5:45pm, Sail 6:30pm. The Yacht returns to Marina at 9:45pm. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!ID is a Must. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Temperature readings upon entry so we can create a safe haven for our attendees!BDAYS,tables or more info: ERIC MICHAEL EVENTS CELL: 917-659-9104Email: rsvp@ericmichaelevents.com**** YACHT WILL BE SAILING OUT AT 6:30PM! ****",https://www.eventbrite.com/o/eric-michael-events-42439319163,https://www.eventbrite.com/e/afrobeats-vs-caribbean-labor-day-weekend-yacht-party-tickets-612232944217,NYC
An evening reception on the margins of the SDG Summit,"September 18, 2023, 06:30 PM","September 18, 2023, 08:00 PM","Church Center 777 United Nations Plaza, New York, NY 10017","Assistive technology (AT) is an essential enabler for full inclusion and participation in development initiatives. AT includes children and adults with disabilities, people with chronic health conditions, and those who are ageing.Hosted by ATscale, the Global Partnership for Assistive Technology, and UNICEF this partnership event aims to shine a light on the relevance of assistive technology for achieving the SDGs.  It will showcase the power of collective action and strong multi-sectoral and multi-stakeholder partnerships in achieving our shared ambition. It will be an opportunity to discuss solutions to address the shocking inequity in access to assistive technology. An interactive panel discussion will be followed by drinks, light refreshments and networking.",https://www.eventbrite.com/o/atscale-the-global-partnership-for-assistive-technology-68658527813,https://www.eventbrite.com/e/an-evening-reception-on-the-margins-of-the-sdg-summit-tickets-679376121267,NYC
"Nick Fuller Googins presents The Great Transition, with Gina Chung","August 16, 2023, 07:00 PM","August 16, 2023, 08:00 PM","180 Orchard Street, New York, NY 10002","P&T Knitwear is pleased to welcome Nick Fuller Googins for a discussion of his debut novel, The Great Transition​​​​​​​, along with an audience Q&A and book signing. For fans of Station Eleven and The Ministry for the Future, this richly imaginative, immersive, and “profound” (Alice Elliott Dark, author of Fellowship Point) novel is the electrifying story of a family in crisis that unfolds against the backdrop of our near future.Nick will be joined in conversation by Gina Chung, author of Sea Change and a 2021–2022 Center for Fiction/Susan Kamil Emerging Writer Fellow. After the talk, Nick will sign copies of his book.RESERVE YOUR SIGNED COPY OF THE GREAT TRANSITIONAVAILABLE TO SHIP MOST PLACESP﻿RAISE FOR THE GREAT TRANSITION“Hopeful, bold, imaginative, and heartbreaking, The Great Transition lucidly shows the incredible capacity of utopian thinking to inspire and change lives, while addressing the devastating costs of climate inaction. I can’t stop thinking about this visionary novel and its singular characters. Nick Fuller Googins has written a book for the present and the future — read this and you will be changed.” — Michelle Min Sterling, New York Times bestselling author of Camp Zero“A magnificent debut novel that’s both an important cautionary tale and a deeply compelling family story. Although set in a stunningly well-imagined future in the aftermath of a climate apocalypse, The Great Transition is electrifyingly relevant.” — William Kent Krueger, New York Times bestselling author of This Tender Land“[The Great Transition] melds the huge and the intimate, the imperatives of our global climate crisis with the more compact narrative of a family trying to do right by one another when the world goes sideways. Fuller-Googins stares down some of today's biggest societal issues with abundant imagination and endless empathy.” — Emily Nemens, author of The Cactus League“Nick Fuller Googins demonstrates exactly the kind of clear-eyed utopian thinking we’ll need more of as we work together to solve our climate crisis, wrapping a call to action, accountability, and mutual aid in a story that’s as thrilling as it is moving. Every worthwhile novel sets out to change its reader—this one sets out to change the world. I hope it does.” — Matt Bell, author of Appleseed“The Great Transition asks what it means to start over — as a society and as individuals — and then answers with visionary scope. Offering readers thrilling glimpses into utopic possibilities born from collective mobilization, as well as an unflinching assessment of our climate crisis, Nick Fuller Googins brilliantly renders the personal political and the political personal.” — Allegra Hyde, author of EleutheriaRESERVE YOUR SIGNED COPY OF THE GREAT TRANSITIONAVAILABLE TO SHIP MOST PLACESEmi Vargas, whose parents helped save the world, is tired of being told how lucky she is to have been born after the climate crisis. But following the public assassination of a dozen climate criminals, Emi’s mother, Kristina, disappears as a possible suspect, and Emi’s illusions of utopia are shattered. A determined Emi and her father, Larch, journey from their home in Nuuk, Greenland to New York City, now a lightly populated storm-surge outpost built from the ruins of the former metropolis. But they aren’t the only ones looking for Kristina.Thirty years earlier, Larch first came to New York with a team of volunteers to save the city from rising waters and torrential storms. Kristina was on the frontlines of a different battle, fighting massive wildfires that ravaged the western United States. They became part of a movement that changed the world­—The Great Transition—forging a new society and finding each other in process.Alternating between Emi’s desperate search for her mother and a meticulously rendered, heart-stopping account of her parents’ experiences during The Great Transition, this novel beautifully shows how our actions today determine our fate tomorrow. A triumphant debut, The Great Transition is a breathtaking rendering of our near future, told through the story of one family trying to protect each other and the place we all call home.This is a free in-store event with limited amphitheater-style seatingWe encourage all guests to wear masks.The talk will be followed by a book signing. Books signed at P&T Knitwear events must be purchased from P&T Knitwear. If you would like a signed copy and cannot attend the event, we're happy to take your pre-order. We ship most places!ABOUT THE AUTHOR Nick Fuller Googins has published short stories and essays in The Paris Review, the Los Angeles Times, The Southern Review, and elsewhere. He lives in Maine, and works as an elementary school teacher. The Great Transition is his first novel.ABOUT THE MODERATORGina Chung is a Korean American writer. Born in Queens and raised in New Jersey, she is now based in Brooklyn, New York. She is the author of the novel Sea Change (Vintage, March 28, 2023; Picador, April 13, 2023 iin the Commonwealth and in the UK on August 10, 2023), which was a 2023 B&N Discover Pick and a New York Times Most Anticipated Book, and the short story collection Green Frog (Vintage, 2024; out in the UK/Commonwealth from Picador in 2024). A recipient of the Pushcart Prize, she is a 2021-2022 Center for Fiction/Susan Kamil Emerging Writer Fellow and holds an MFA in fiction from The New School's Creative Writing Program and a BA in literary studies from Williams College. Her work appears or is forthcoming in The Kenyon Review, Literary Hub, Catapult, Electric Literature, Gulf Coast, Indiana Review, Idaho Review, The Rumpus, Pleiades, and F(r)iction, among others. Her stories have been recognized by the American Short(er) Fiction Contest, the Black Warrior Review Contest, the Los Angeles Review Literary Awards, the CRAFT Elements Contest, and the Ploughshares Emerging Writer's Contest, as well as named Longform Fiction Pick of the Week.",https://www.eventbrite.com/o/pt-knitwear-41790821233,https://www.eventbrite.com/e/nick-fuller-googins-presents-the-great-transition-with-gina-chung-tickets-659268378467,NYC
Bollywood Boat Party : Luxury DesiParty On The Hudson,"September 02, 2023, 06:00 PM","September 02, 2023, 11:00 PM","12th Avenue & 42nd Street, New York, NY 10036","Price increase warning: Bollywood On The Hudson Advance ticket prices go up significantly (100% +) the closer you get to the event date.Climb aboard a one-of-a-kind Bollywood Boat Party, for an opportunity to view New York City from the comfort of multiple climate-controlled decks (indoor and outdoor). Surrounded by spectacular sights outside and elegant amenities inside, you will glide past many of New York's most legendary landmarks, including the Statue of Liberty, Freedom Tower, Empire State Building and the Brooklyn Bridge.Expect to dance away on our nightclub on the water and take plenty of snaps of the view!Your Cruise Experience Will  Include:Scenic 4 Hour Cruise of the NYC harbor.Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more.Appetizers & Main Course Will Be Available For Purchase.Open-Air deck and climate-controlled indoor cabins.Dj Dharak & Dj BollyBoom playing all styles of Bollywood, Top 40 & more.Paid Parking Available On the Pier (Arrive Early). The dress code is ""White Summer Chic"".Please arrive early so you don't miss the Boat. No Refunds if you miss it!This Event is Strictly For 21 & Over. Proper Physical ID Will Be Required To Board.Event Information:Boarding: 6:00PMDeparture: 7:00 PMEnds: 11:00 PM",https://www.eventbrite.com/o/desisaturdayscom-25188472653,https://www.eventbrite.com/e/bollywood-boat-party-luxury-desiparty-on-the-hudson-tickets-676983113717,NYC
