ID,Event Name,Start,End,Location,Description,Organizer,Event URL,City
9188,USGBC Wisconsin Member Meeting: Decarbonization,2023-11-02 10:00:00,2023-11-02 12:00:00,"5757 North Green Bay Avenue, Milwaukee, WI 53209","When is a building more than just brick and mortar? Always.We’re excited to invite you to the third installment of our 2023 Member Meeting series!  The series will take place in-person, and this time we're headed to Milwaukee. This USGBC Wisconsin event will convene members and stakeholders who make sustainable, healthy, resilient, and equitable buildings a reality in our community.   We'll kick off the program with a brief welcome from local leadership to make sure you're aware of the amazing things happening with USGBC, highlight recently certified projects, and then dive into the main program exploring a critical industry topic.   DecarbonizationDecarbonization is a priority topic for USGBC and we are developing strategies and partnerships that reduce greenhouse gas (GHG) emissions from the building sector while improving health and equity.  Decarbonizing buildings, including the construction and operations phases, is essential to meeting our collective climate goals.T﻿his forum will feature multiple speakers and an opportunity to talk to and learn from one another. Join us as we explore the following topics: Decarbonization 101 - Urgency and opportunity for greenhouse gas emissions reductions in our buildings and communitiesDecarbonization at Scale - How a zero carbon community plans to improve health and equity outcomes. Embodied Carbon and LEED: How projects can make material choices to have the greatest impact and improve specification practices in your firm for the future. Operational Emissions: Opportunities to reduce ongoing carbon emissions. Nexus with LEEDFor over a decade, LEED has aimed to reduce the GHG pollution of buildings, and USGBC intends to address all opportunities for reducing carbon emissions, including operational carbon, embodied carbon, refrigerants, electric mobility options and carbon sequestration.Project teams working to decarbonize a project can apply LEED as a holistic framework, helping not only to develop an integrated approach for climate but also to ensure baseline consideration of human health, clean water and other vital outcomes.  Learn more.Featured Speakers:  ﻿Announcement coming soon!Moderator and Event Host: Korinne Haeffel, Director, U.S. Green Building CouncilAgenda:9:30pm – Doors Open & Networking (Coffee and pastries served)10:00 am - Welcome and review of the morning10:15 am -  Program: Decarbonization11:50pm - Wrap-up12:00pm – Formal program concludesIf you have any event registration issues or access to the event, please contact Korinne Haeffel at khaeffel@usgbc.org.  Featured Speakers: Announcement Coming Soon!If you have any event registration issues or access to the event, please contact Korinne Haeffel at khaeffel@usgbc.org.  Sponsors:Gold Series Sponsor:We EnergiesSilver Series Sponsor:WangardInterested in sponsorship or volunteer opportunities? Contact Korinne Haeffel (khaeffel@usgbc.org or 202-609-7156) for more information.Support our Mission:Make a donation to help us raise the living standard in communities everywhere https://www.usgbc.org/give-center/donation As the leading voice on green building, we are working every day on behalf of our community of builders, educators and sustainability professionals. The contributions made by our USGBC community over the past 30 years have helped further the green building marketplace and our mission greatly. Your gift will help support what matters most within our buildings: people. Our focus must be on people because the standards we are most committed to raising is that of the quality of life itself—for every member of this community, and in populations spanning every corner of the planet. FAQs:How can I contact the organizer with any questions?Email khaeffel@usgbc.org.What's the refund policy?Attendees can receive refunds up to 7 days before the first event start date. To request a refund, go to Tickets in your Eventbrite account (go here if you've never logged in before), find your order, then select ""Request a Refund."" For detailed guidance visit the Eventbrite help page.Can I update my registration information?You can update the information on your order (like name, email address, or answers to the organizer's questions) by by clicking your order on the Tickets page. For detailed guidance visit the Eventbrite help page.How to claim tickets registered on your behalf?If someone registered a ticket on your behalf, you can claim your ticket from the email you received from Eventbrite. By claiming your order, you can access your ticket at any time online in your Eventbrite account (on the Tickets page) and in the Eventbrite app for iPhone and Android. To claim your ticket, just hit ""Claim Your Order"" in the email you received. You'll be taken to Eventbrite to log in or set a password.What to do if there's a typo in the email address on your Eventbrite order?If you registered for an event on Eventbrite but didn't receive an order confirmation email, there may be a typo in the email address on your order. Contact the event organizer to resend your tickets  to the correct email.  NOTE: This is especially important for virtual events, since the follow up emails with connection information and other program related information will be sent to the email used during registration.How to access your eventbrite account  and online event access pages:NOTE: If you haven't set a password for your account, Eventbrite will email you a link to set it. If you've forgotten your password, reset it.Computer (desktop/web):1. Go here.2. Enter the email address you used to register.3. Click “Get started”.4. Enter your password.5. Find your order (under Tickets).6. Click the event name.Mobile (iOS):1. Download the Eventbrite App.2. Open the app on your device.3. Enter the email address you used to register.4. Enter your password.5. Tap the “tickets” icon (in the app footer).6. Find your order (under “Upcoming” or “Past tickets”). The tap to select.7. View registration information, event information (date and location), add to calendar, view the event listing, save the ticket as an image, add to Apple Wallet, or show the QR code for scanned entry at the event.",https://www.eventbrite.com/o/usgbc-wisconsin-community-14859777374,https://www.eventbrite.com/e/usgbc-wisconsin-member-meeting-decarbonization-registration-620821883967,Chicago
9956,The Blue & You Summer Speaker Series: Offshore Wind; A Local Opportunity,2023-08-03 08:30:00,2023-08-03 10:00:00,"513 Broadway, Newport, RI 02840","“The Blue & You” summer speaker series will take place at Innovate Newport on Thursday mornings throughout the summer. (8:30-10 a.m.) Each session will include a presentation, Q & A, and networking. They are free and open to the public. Register through Eventbrite.On August 3rd,  the topic is Offshore Wind; A Local OpportunityOffshore wind construction in New England has begun! This year project construction starts with many projects expected to follow along the East Coast, West Coast, and Gulf of Mexico over the coming decade. Join us at Innovate Newport with industry experts to discuss an in-depth look at projects, technology, and industry participation opportunities. Dustin Varnell; U.S. country Manager; Osbit / Advisor IMCA U.S. Renewables Dustin Varnell is the U.S. country manager for Osbit, a leading engineering firm that provides bespoke equipment for wind equipment and offshore energy. Dustin brings marine operations expertise above and below the surface and two decades of experience in vessel operations and offshore energy. He is passionate about renewable energy and using advanced technology to improve marine operations and safety. He spent fifteen years at sea as a ship's officer, working domestically and internationally. Dustin holds a B.S. in Marine Transportation and an M.S. in Facilities Planning and Management from Massachusetts Maritime Academy. He is a U.S. Coast Guard licensed master mariner with a dynamic positioning certification from the Nautical Institute. He is an advisor International Marine Contractors Association (IMCA) on U.S. renewables and leads the Atlantic Focal Group developing industry guidance and best practices for the emerging U.S. offshore wind market. He also leads the emerging technology committee for the Ship Operations Consortium (SOCP). Will Kenyon; Head of QHSE, Development & EPC - Offshore, Americas  Will started his career with supporting QHSE on Ship docking tugs and oil/bulk barges . Transitioned offshore to ultra-deepwater O&G vessel construction and drilling. Once he was married and with the first child on the way he came shore side as an industrial safety specialist in nuclear generation O&M. Before she came to Orsted, she spent 3 years cleaning PCBs out of the New Bedford harbor and Acushnet river. The last 4 years at Orsted he has operated as a QHSE advisor and up to the Head of QHSE for Development and Construction projects in the US. Jennifer Downing; Executive Director; New Bedford Ocean Cluster Jennifer Downing is the Executive Director of the New Bedford Ocean Cluster. She brings to her role over 20 years of nonprofit experience in the areas of local economic development and environmental sustainability. Previously held positions include vice president of engagement at the Buzzards Bay Coalition, executive director of Leadership Southcoast, and program officer & operations manager at the Garfield Foundation.  In 2020, Downing was honored as a recipient of the John S. Brayton Community Service Award by the One South Coast Chamber of Commerce. She is currently the Chair of the Acushnet School Committee and has served on numerous nonprofit boards and committees, such as the United Way of Greater New Bedford Board of Directors, the Mayor’s New Bedford Regeneration Committee, and the YWCA of Southeastern Massachusetts’ Building Diverse Boards and Commissions Working Group. New England Business Bulletin selected Jennifer as one of their 2011 Top Young Professionals Under 40. Jennifer holds a BFA from Marymount Manhattan College in New York City and an MA in Leadership, Public Policy and Social Issues from Union Institute & University.  Alex Babbin; Operations Manager; WindServe Marine, LLC Alex is a graduate of Massachusetts Maritime Academy, a certified Dynamic Positioning Officer, and Master Mariner. Alex has extensive construction experience in the offshore oil/gas industry and towing industry. Alex acts as Operating Manager for Windserve Marine, having previously operated as Mate and Master onboard Anchor Handling Tug Supply Vessels (AHTSs), Offshore Supply Vessels (OSVs), and towing tugs. Alex has daily on site engagement in vessel activities. ABOUT The Blue & You Summer Speaker Series:Rhode Island has always had a strong connection to the ocean and the industries surrounding it like tourism & recreation, marine trades, and fisheries. For a third year in a row, The Greater Newport Chamber of Commerce will offer a Summer Speaker Series called “The Blue & You: Understanding Our Blue Economy.”  The Blue & You Series is designed to provide information that will help citizens understand what the blue economy is and how it impacts them. From real people who make their living on the water, to creative problem solving around complex issues, the Blue & You sessions will inform and inspire.   The Greater Newport Chamber of Commerce is grateful to REGENT Craft Inc, Anduril Industries, and Newport Craft Brewing & Distilling Company for sponsoring the 11-session Speaker Series, and to Grow Blue and Clean Ocean Access for supporting the series.  Start your day off with coffee and conversation around interesting topics that impact all of us. ",https://www.eventbrite.com/o/greater-newport-chamber-of-commerce-33569590659,https://www.eventbrite.com/e/the-blue-you-summer-speaker-series-offshore-wind-a-local-opportunity-tickets-646719153397,Boston
9957,Ecological Gardening Through the Seasons: Collecting and Sowing Fall Seed,2023-09-17 10:30:00,2023-09-17 12:00:00,"19 High Road, Lee, NH 03861","An ecological approach to gardening asks that we mimic nature throughout the seasons. Fall is the time of seed ripening, and, therefore the perfect time to intentionally harvest and sow native and other desirable perennials. Join Alison Magill, seed saver and co-founder of the Piscataqua Seed Project, for an exploration of the gardens at Bedrock. We’ll identify seed that is ready to harvest and learn to tell when seed is not yet ripe—or perhaps already long gone! Ideal for all gardening levels, school gardeners, and families with children six and olderFee: $40 members, $45, nonmembers, includes admissionRegistration is limited to 12 participants ",https://www.eventbrite.com/o/bedrock-gardens-43234385943,https://www.eventbrite.com/e/ecological-gardening-through-the-seasons-collecting-and-sowing-fall-seed-tickets-617188987877,Boston
8928,True Diligence in the Built Environment,2024-01-25 16:30:00,2024-01-25 21:00:00,"3 Shortlands, London, W6 8DA, United Kingdom","W﻿hat are the implications for organisations that decide not to embrace Digital Twin, BIM and  ESG Compliance ?O﻿ur London Forum non-financial due diligence events are perfect interactive networks with leading experts who enjoy challenging discussions and sharing view points in pursuit of excellence.",https://www.eventbrite.co.uk/o/truedil-67782810403,https://www.eventbrite.co.uk/e/true-diligence-in-the-built-environment-tickets-667388084727,London
8929,London Built Environment's November 2023 Mayfair Property Sector Networking,2023-11-07 18:00:00,2023-11-07 20:30:00,"The King's Head 10 Stafford Street, Mayfair, London, W1S 4RX, United Kingdom","London Built Environment is the Capital's only business network dedicated to professionals working within London’s property based and related industries.Our networking events are extremely relaxed and casual  affairs and attended by a wide range of business sectors  with everyone from solicitors to architects, IFA's to estate agents... Join us for our November 2023 Business Networking Reception at the Famous Kings Head in Mayfair in their private lounge for music, drinks, some of their fantastic food and the opportunity to talk property, make new friends and seek out fresh business leads.No SpeechesNo Membership FeesNo Sales Presentations Having a long and distinguished history, The King’s Head stands on land in Mayfair formerly owned by the Duke of Albemarle. It has undergone several name changes since 1710 but is now back with its original name thought to be credited to King Charles II. Some however, believe it is named after King George II, so both Kings are depicted both on the sign.A relaxing and productive way to end the working day and line-up meetings for the rest of the year – just don’t forget to bring your business cards... Running for over a Decade our events are a proven, cost effective and fun way to generate new business.",https://www.eventbrite.co.uk/o/london-built-environment-property-professionals-networking-1953530657,https://www.eventbrite.co.uk/e/london-built-environments-november-2023-mayfair-property-sector-networking-tickets-681447968217,London
2905,Grow Your Own Food in October,2023-10-14 10:00:00,2023-10-14 12:00:00,"1590 7th Avenue, San Francisco, CA 94122","In this in-person workshop, learn to take full advantage of the unique gardening climate in San Francisco, where you can grow your own fruits and vegetables year-round! Join us throughout the seasons for our Grow Your Own Food workshop. In October, you'll learn about caring for your emerging winter garden and how to properly harvest greens and lettuce. You'll also gain knowledge that will help you care for your garden throughout the year. If you have questions, your instructor Carey has answers!Our expert instructor Carey Craddock is a horticulturalist who has been gardening and teaching others to garden in San Francisco since 1997. Carey will go over everything you need to know about getting a bountiful return on your efforts in your vegetable garden and take you on a full tour of our garden!COVID-19 information: GFE Mask Guidelines: Masks are optional for vaccinated visitors (workshop participants, volunteers, students etc.) and required for unvaccinated individuals. Please bring your own gardening gloves for possible hands-on activities. Please cancel your shift and do not come to GFE if you develop COVID19 symptoms on or before the day of your workshop (fever, chills, repeated shaking / shivering, cough, sore throat, shortness of breath, difficulty breathing, feeling unusually weak or fatigued, new loss of taste or smell, muscle pain, headache, runny or congested nose, or diarrhea)GFE will continue to monitor the COVID19 situation in San Francisco and make any necessary changes to the workshop based on current information.No walk-up registration permitted for this course. Full garden workshop scheduleWhat to bring to the workshopDirections to the gardenMore about Carey and our gardening Instructors",https://www.eventbrite.com/o/garden-for-the-environment-924286027,https://www.eventbrite.com/e/grow-your-own-food-in-october-tickets-652330838097,SF
9958,Traditions from Zimbabwe:  Techniques for Food Preservation,2023-08-06 10:00:00,2023-08-06 11:30:00,"31 College Drive, Concord, NH 03301","J﻿oin us at Sycamore Community Garden in Concord, NH as we kick off our third (and final) Guest Speaker Series event of the season!

Sibongile Ndlovu, a dedicated SCG gardener and board member, will be leading this interactive food preservation workshop. Attendees will have the opportunity to learn a Zimbabwean food preservation technique to properly dry tomatoes. All will assist in cutting and prepping tomatoes to preserve by being sundried.

Conversations will also include the opportunity to learn more about the importance of various food preservation methods in Zimbabwe. Sibongile can share examples from her own personal experience and cultural background on how these varied preservation methods support increased food security and sustainability.

This event will be a great opportunity to collaborate with local community members in our new shared Educational Garden space at SCG.

If able, please plan to bring clean cutting boards and a small serrated paring knife as we have a limited supply. We will have hand sanitizer and culinary gloves on sight for all to use during this workshop. Also, plan to dress for weather - rain or shine, work shoes, hats, sunscreen, and bring water.

I﻿f you have any questions, please reach out to us at sycamorecommunitygarden@gmail.com.

These events are free to the public, individuals may send in donations if they so choose.

This event has been made possible by sponsor: The Walker Lecture Fund.

Further parking instructions are provided below.",https://www.eventbrite.com/o/sycamore-community-garden-64462842173,https://www.eventbrite.com/e/traditions-from-zimbabwe-techniques-for-food-preservation-tickets-670273224257,Boston
2912,Grow Your Own Food in December,2023-12-09 10:00:00,2023-12-09 12:00:00,"1590 7th Avenue, San Francisco, CA 94122","In this in-person workshop, learn to take full advantage of the unique gardening climate in San Francisco, where you can grow your own fruits and vegetables year-round! Join us throughout the seasons for our Grow Your Own Food workshop. In December, you'll learn about planting cold-hardy crops such as garlic, peas, and edible perennials, and caring for your garden in the colder months by amending the soil, adding mulch, preventing weed infestations, and harvesting herbs for wintertime gifts. If you have questions, instructor Carey has answers! 
Our expert instructor Carey Craddock is a horticulturalist who has been gardening and teaching others to garden in San Francisco since 1997. Carey will go over everything you need to know about getting a bountiful return on your efforts in your vegetable garden and take you on a full tour of our garden!COVID-19 information: GFE Mask Guidelines: Masks are optional for vaccinated visitors (workshop participants, volunteers, students etc.) and required for unvaccinated individuals. Please bring your own gardening gloves for possible hands-on activities. Please cancel your shift and do not come to GFE if you develop COVID19 symptoms on or before the day of your workshop (fever, chills, repeated shaking / shivering, cough, sore throat, shortness of breath, difficulty breathing, feeling unusually weak or fatigued, new loss of taste or smell, muscle pain, headache, runny or congested nose, or diarrhea)GFE will continue to monitor the COVID19 situation in San Francisco and make any necessary changes to the workshop based on current information.No walk-up registration permitted for this course. Full garden workshop scheduleWhat to bring to the workshopDirections to the gardenMore about Carey and our gardening Instructors",https://www.eventbrite.com/o/garden-for-the-environment-924286027,https://www.eventbrite.com/e/grow-your-own-food-in-december-tickets-652350817857,SF
9752,Water Efficiency Customer Workshop,2023-08-29 10:30:00,2023-08-29 14:30:00,"498 Tamalpais Drive, Corte Madera, CA 94925","Water Efficiency Customer WorkshopLearn, Lunch, Engage!Do you want to learn about Marin Water's initiatives to help customers save water? Are you passionate about building a more sustainable future? Do you have ideas for future programs and strategies to reduce water use?Then join Marin Water for an engaging water efficiency customer workshop on Tuesday, August 29, 2023 at the Corte Madera Community Center! Lunch will be provided for all attendees. Registration is required to attend this free event. The workshop will kick off with an overview and introductions, then attendees will split into breakout groups for 20-minute rotations between different stations. Marin Water staff and consultants will provide educational presentations on topics including rainwater and graywater, indoor water use, landscape programs, water efficiency communication strategies, education programs, and the Water Efficiency Master Plan. Participants will have the opportunity to provide input and ask questions at each rotation. Register by August 23 to secure your spot. We look forward to seeing you there!",https://www.eventbrite.com/o/marin-water-35117673913,https://www.eventbrite.com/e/water-efficiency-customer-workshop-tickets-676144274727,SF
9583,"The Green Sandbox @ SWITCH: Converging Industry, Innovation and Capital",2023-08-04 14:00:00,2023-08-04 18:00:00,"230 Victoria Street #09-00, Singapore, 188024, Singapore","How do large corporations, startups and venture investors work together to solve the greatest challenge of our times?The Green Sandbox is an experiment to accelerate the deployment of sustainable and green solutions to solve real world problems. Join us as we explore how the unique strengths of businesses, innovation and capital can be harnessed  to address current use cases for environmental sustainability.Organised by Singapore Week of Innovation and Technology (SWITCH).Co-organised by Infracrowd Capital.Supported by Asia Sustainability Forum,  A*Star, TransFong Venture, InteractAI, Stag Match Group, GElement, The Right Company, School of Concept.Event Title: The Green Sandbox @ SWITCH: Converging Industry, Innovation and CapitalVenue: Singapore Room, Enterprise Singapore, Bugis TowerTime: 1430 - 1700hr (Registration 1430-1500) Event Agenda:Welcome Speech by MC Lucas Poh, Vice Chair, Asia Sustainability Forum.Welcome Speech by Cindy Ngiam, Director, SWITCH, Enterprise Singapore.Keynote Speech by United Nations Institute of Training and Research, Associate Professor, Guest of Honour, Edward Tay - ""Developing Singapore into a Global Artificial Intelligence Hub""First Panel - ""Challenges to build a thriving innovation ecosystem in Singapore"" Moderator: Ms Anthea Foong, CEO & Founder, InteractAIPanel Spreakers:Mr Jack So, Deputy Director, Innovation and Enterprise, A*StarMs Natalya Ann Thora Twohill, Director Tech Landing Pad, AustradeMs Jamie Tan, Founder Flying Cape Technologies & Co-Chair, SG Tech Edutech CommitteeMs Vanessa Chin, APAC Sales, CartaMr Jeremy Ang, Global Strategic Alliances Director (APAC & EMEA), ByteDanceMr Cary Chan, Deputy Director Singapore Management University (SMU) Academy Second Panel - ""Opportunities in sustainable innovation community in Singapore"" Moderator: Mr Eric Loh, Vice President, Smart Cities Network and Director, GElementPanel Speakers:Ms Janice Hoo, Chairperson, Asia Sustainability ForumMr Tyler Huang, Partner, TransFong VenturesMr James Sundram, Founder, The Right CompanyMs Mint Lim, Founder, School of ConceptsMs Serene Zhao, Business Development Director, Stag Match GroupNetworking SessionEvent Closure",https://www.eventbrite.com/o/singapore-week-of-innovation-and-technology-68701697903,https://www.eventbrite.com/e/the-green-sandbox-switch-converging-industry-innovation-and-capital-tickets-674958046687,Singapore
8937,ICEPTP 2024,2024-04-22 09:00:00,2024-04-24 21:00:00,"Kingston Lane, London, UB8 3PH, United Kingdom","The 8th International Conference on Environmental Pollution, Treatment and Protection (ICEPTP 2024) aims to become the leading annual conference in fields related to environmental pollution, treatment and protection. The goal of this environment conference 2024 is to gather scholars from all over the world to present advances in the relevant fields and to foster an environment conducive to exchanging ideas and information. This conference will also provide an ideal environment to develop new collaborations and meet experts on the fundamentals, applications, and products of the mentioned fields.W﻿ebsite: https://iceptp.com/R﻿egistration: https://iceptp.com/registration-information/",https://www.eventbrite.ca/o/international-aset-inc-4719884525,https://www.eventbrite.ca/e/iceptp-2024-tickets-660495458697,London
10592,Smart Asset Inspection Demo Day II,2023-11-23 13:00:00,2023-11-23 18:00:00,"ToBeConfirmed, 2000 Antwerpen, Belgium","Innovative technology and digitisation have led to spectacular developments in the use of robotics, drones and ROVs for asset inspection and maintenance. As part of the Smart Industry Week, BEMAS & The Beacon invite you to the second edition of the Smart Asset Inspection Demo Day, on Thursday 23 November.Next to attending several presentations, you can discover and watch demos of a broad range of maintenance & asset inspection robots, UAV’s, ROVs, crawlers, platforms, solutions and services.FOR WHOM?E﻿xhibitors are company that provide robotic/drone solutions for (predictive) maintenance.P﻿articipants are maintenance/inspection experts and engineers, maintenance managers and anyone  interested in learning about the latest new technological developments. The exhibitors will present solutions that fit multiple industries, such as (but not exclusive) chemical and petrochemical industry, maritime, logistics and manufacturing...P﻿ROGRAMTBD: P﻿rogram will be added in the forthcoming months.I﻿NFORMATIONP﻿articipants can pre-register for free. Exhibitors can pre-register to flag their intent to participate. In the course of the upcoming months, we will engage with all pre-registered exhibitors, to explain the participation modalities. Exhibitor rate: € 495 (VAT excl.)Exhibitor rate for members of BEMAS or The Beacon: € 415 (VAT excl.)Exhibitors can bring their own backdrops or roll-up banners, screens and, of course, their inspection or maintenance robots or other demo material. You can also sign up to give a presentation or a live demo (max 10. min). There are 4 slots available.The organisers reserve the right whether or not to include proposals in the final presentation programme.After registration, you will receive confirmation of your participation, with more information about the demo day and possible presentation. The reservation of your demo space is only valid after approval of the organisers and after payment of the invoice.ABOUT THE ORGANISERSAbout BEMASBEMAS, the Belgian Maintenance Association vzw-asbl, is a dynamic non-profit organisation for Maintenance and Asset Management Professionals. We address both maintenance & asset managers in industry and other asset intensive organisations, and suppliers of maintenance services and solutions.BEMAS has established an extensive network of maintenance and asset management professionals in Belgian Industry. We have more than 580 company members with 750+ member contact persons. The mission of BEMAS is to create a larger awareness and appreciation for maintenance and asset management, maintenance, reliability & asset management. BEMAS yearly organises 150+ initiatives (webinars, seminars, open training sessions, in company training sessions company visits, working groups, events, etc...) welcoming well over 2.000 participants. More info on www.bemas.org .About The BeaconThe Beacon offers a vibrant innovation ecosystem where you can fuel your inspiration and connect with tech pioneers, which allows you to unlock the untapped potential within your organization. With a focus on building a strong community of technology companies, The Beacon is an interface between the maritime, port, logistics and chemical industries, and the technology providers. By embracing digital technology and fostering a culture of innovation, we can drive meaningful change across essential economic sectors, moving towards a more sustainable, efficient, and climate-adaptive future.",https://www.eventbrite.be/o/the-beacon-18073399355,https://www.eventbrite.be/e/smart-asset-inspection-demo-day-ii-tickets-522490171167,Amsterdam
8939,Towards a more child-friendly London: the people making it happen,2023-11-27 09:20:00,2023-11-27 16:30:00,"26 Store Street, London, WC1E 7BT, United Kingdom","A conference hosted by the Built Environment Trust, together with author and researcher Tim Gill. 

This conference is for people that are interested in and passionate about the built environment and children’s health, wellbeing and development. You do not have to be from a built environment background, and you do not have to be an expert in child development. 
We know that the built environment plays a big role in how we feel about where we live, study and play. However, children’s needs and wishes are often overshadowed by those of adults. How do we get decision-makers to care about children? How do we support marginalised groups, and those whose voices are not yet being heard? What lessons can we learn from projects in London and elsewhere? And what are we willing to do to ensure that future generations of Londoners feel at home in their city? 

The day will offer insights and candid conversations from those at the forefront of making London’s neighbourhoods more child-friendly. Our lively panels include residents, designers, developers, and campaigners who are all making a difference. Each panel will be chaired by an expert who will also open up the discussion to all participants.  

During the breaks, attendees will have the opportunity to add to the discussion using our giant comments wall, and to experience different versions of the same street using a VR resource developed by Arup.

Please note that this is a free event and lunch is not provided.  

Provisional timetable, subject to change.

9.20-10 .00
Arrival, activities to inform the discussion and meet other attendees 

10.00-10.45 
Introduction and house-keeping 
Philip Glanville, Mayor of Hackney and former Cabinet Member of Housing: Keynote speech
Tim Gill: Built Environment, children and the London context 

10:45-11:45 
 Panel 1: Public policy and participation. Chaired by Tim Gill. 
Holly Weir: researcher and urban planner, London Borough of Waltham Forest 
Sripriya Sudhakar: Head of Regeneration, London Borough of Tower Hamlets 
Dinah Bornat: Architect and former advisor to the Mayor of London 

11.45-12.00 
Break 

12.00-1.00 
Panel 2: Community advocacy. Chaired by Harriet Grant. 
Kathy Batten: Market Place in East Finchley  
Louise Whitley: Baylis Old School Estate in South London  
Penny Wilson: Assemble Play, Mile End Park and other sites 
Phil Doyle: Play consultant 

1.00-2.00 
Lunch (not provided) with activities to continue the discussion 

2.00-3.15
Panel 3: Delivery. Chaired by Dinah Bornat.  
Ruth Holmes (Head of Landscape and Public Realm) and James Halsall (Senior Design Manager): London Legacy Development Corporation, Queen Elizabeth Park
Lise Benningen (Associate Director - Landscape Architecture - Cities, Planning & Design): Arup, Queen’s Quarter in Croydon
Susanne Tutsch (Director) and Barbara Kaucky (Director and Co-Founder): Erect Architecture, various projects inc. Brent Cross
Roger Madelin (Joint Head): British Land, Canada Water and ex CEO of Argent, Kings Cross Central  

3.15-3.45 
Reflections on the day and thoughts on the future 
Evaluation  

3.45-4.30 
Networking 
",https://www.eventbrite.co.uk/o/the-built-environment-trust-13411211902,https://www.eventbrite.co.uk/e/towards-a-more-child-friendly-london-the-people-making-it-happen-tickets-681469101427,London
9198,Happy Hour with Northwest Compass,2023-08-11 17:00:00,2023-08-11 21:00:00,"1472 Market Street, Des Plaines, IL 60016","Northwest Compass is a nonprofit that helps people achieve sustainability by giving them access to food and housing.Make a difference and help us end homelessness. Entry is free and includes food and one free drink. Enter in raffles to win Cubs tickets, wine, Gift cards and more! Live Band will start at 9pm!",https://www.eventbrite.com/o/northwest-compass-51034245423,https://www.eventbrite.com/e/happy-hour-with-northwest-compass-tickets-677449609017,Chicago
